429;1988;207.56;44100;Brother Beyond;The Harder I Try
430;1988;257.39;44100;The Hollies;He Aint Heavy Hes My Brother
431;1988;232.12;44100;Womack  Womack;Teardrops
432;1988;210.45;44100;Erasure;A Little Respect
433;1988;238.61;44100;The Christians;Harvest For The World
434;1988;250.96;44100;Hue And Cry;Ordinary Angel
435;1988;196.85;44100;UB40 With Chrissie Hynde;Breakfast In Bed
436;1988;260.15;44100;Robert Palmer;She Makes My Day
437;1988;259.69;44100;Breathe;Hands To Heaven
438;1988;210.52;44100;Phil Collins;A Groovy Kind Of Love
439;1988;247.79;44100;Fat Boys  Chubby Checker;The Twist Yo Twist
440;1988;241.36;44100;Jane Wiedlin;Rush Hour
441;1988;216.52;44100;The Proclaimers;Im Gonna Be 500 Miles 
442;1988;245.55;44100;TPau;Secret Garden
443;1988;198.83;44100;Transvision Vamp;I Want Your Love
444;1988;227.99;44100;Duran Duran;I Dont Want Your Love
445;1988;246.68;44100;The Human League;Love Is All That Matters
446;1988;190.76;44100;All About Eve;Marthas Harbour
447;1988;211.19;44100;Wee Papa Girl Rappers;Wee Rule
448;1988;226.12;44100;Salt N Pepa;Twist And Shout
449;1988;199.48;44100;Yello;The Race
450;1988;202.92;44100;Inner City Featuring Kevin Saunderson;Big Fun
451;1988;198.12;44100;DMob Featuring Gary Haisman;We Call It Acieed
452;1988;204.05;44100;The Beatmasters With PP Arnold;Burn It Up
453;1988;254.03;44100;Milli Vanilli;Girl You Know Its True
454;1988;248.55;44100;Level 42;Heaven In My Hands
455;1989;283.93;44100;Marc Almond Featuring Gene Pitney;Somethings Gotten Hold Of My Heart
456;1989;204.69;44100;Phil Collins;Two Hearts
457;1989;175.57;44100;Erasure;Stop
458;1989;178.36;44100;Bananarama  Lananeeneenoonoo;Help
459;1989;229.87;44100;Hue  Cry;Looking For Linda
460;1989;225.27;44100;Yazz;Fine Time
461;1989;242.67;44100;Kim Wilde;Four Letter Word
462;1989;242.40;44100;Sam Brown;Stop
463;1989;211.71;44100;Roy Orbison;You Got It
464;1989;217.20;44100;Fine Young Cannibals;She Drives Me Crazy
465;1989;181.23;44100;INXS;Need You Tonight
466;1989;233.40;44100;Status Quo;Burning Bridges On And Off And On Again
467;1989;289.44;44100;Then Jerico;Big Area
468;1989;218.07;44100;Morrissey;The Last Of The Famous International Playboys
469;1989;235.76;44100;Poison;Every Rose Has Its Thorn
470;1989;313.00;44100;Simple Minds;Belfast Child
471;1989;246.40;44100;Neneh Cherry;Buffalo Stance
472;1989;245.23;44100;Inner City;Good Life
473;1989;229.91;44100;SExpress;Hey Music Lover
474;1989;256.60;44100;Living In A Box;Blow The House Down
475;1989;171.13;44100;The Style Council;Promised Land
476;1989;245.36;44100;Adeva;Respect
477;1989;241.93;44100;Tone Loc;Wild Thing
478;1989;267.80;44100;Natalie Cole;I Live For Your Love
479;1989;199.20;44100;Robin Beck;First Time
480;1989;230.60;44100;Paula Abdul;Straight Up
481;1989;164.97;44100;Samantha Fox;I Only Wanna Be With You
